,PRODUCT NAME,PRODUCT PRICE,PRODUCT RATING,URL,brand,star,capacity,doubledoor
386,"lg 270l 4 star inverter direct-cool single door refrigerator (gl-b281bpzy, shiny steel, fastest ice making)",24451,,https://m.media-amazon.com/images/I/71aqAHnrP-L._AC_UY218_.jpg,lg,4.0,270.0,0
387,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
388,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
389,"haier 570 l inverter frost-free side-by-side refrigerator (hrf-622ks, black steel)",65505,,https://m.media-amazon.com/images/I/71RlCxjpkRL._AC_UY218_.jpg,haier,,570.0,0
390,"haier 256 l 3 star inverter frost-free double door refrigerator (hrb-2764cis-e, inox steel, bottom freezer)",29199,4.0,https://m.media-amazon.com/images/I/71mh2l18vLL._AC_UY218_.jpg,haier,3.0,256.0,1
391,"whirlpool 245 l 2 star frost-free double door refrigerator (neo 258lh roy sapphire radiance (2s)-n, blue)",21740,,https://m.media-amazon.com/images/I/711CzkwgMrL._AC_UY218_.jpg,whirlpool,2.0,245.0,1
392,"whirlpool 245 l 2 star frost-free double door refrigerator (neo 258h roy 2s, wine viola)",22700,,https://m.media-amazon.com/images/I/715sRn-9y4L._AC_UY218_.jpg,whirlpool,2.0,245.0,1
393,"samsung 198 l 3 star inverter direct cool single door refrigerator(rr21a2f2ytg/hl, digi-touch cool, base stand with drawer, tropical delight)",17600,,https://m.media-amazon.com/images/I/71NV+ePUuxL._AC_UY218_.jpg,samsung,3.0,198.0,0
394,"lg 190 l 3 star direct cool single door refrigerator(gl-b201abpx.abpzebn, blue plumeria,smart inverter compressor)",14049,,https://m.media-amazon.com/images/I/71HOgvY+TPL._AC_UY218_.jpg,lg,3.0,190.0,0
395,"gem 215 l 1 star direct-cool single door refrigerator (grdn-2302glwtv, galaxy wine)",12538,,https://m.media-amazon.com/images/I/51NlSr5qZkL._AC_UY218_.jpg,gem,1.0,215.0,0
396,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
397,"whirlpool 340 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 355 3s, german steel, convertible)",34618,4.1,https://m.media-amazon.com/images/I/51EyoX3OoYL._AC_UY218_.jpg,whirlpool,3.0,340.0,1
398,"amazon basics 335 l frost free double door refrigerator, silver",27499,3.9,https://m.media-amazon.com/images/I/51IrSQmuLgS._AC_UY218_.jpg,amazon,,335.0,1
399,"godrej 255 l 2 star inverter frost-free double door refrigerator with jumbo vegetable tray (rf eon 255b 25 hi ry dr, royal dremin)",20980,4.0,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UY218_.jpg,godrej,2.0,255.0,1
400,"samsung 192 l 3 star inverter direct-cool single door refrigerator (rr20t2y2ys8/nl, elegant inox(light doi metal))",14590,4.2,https://m.media-amazon.com/images/I/81ykI2JewmL._AC_UY218_.jpg,samsung,3.0,192.0,0
401,"samsung 580 l inverter frost-free french door refrigerator (rf57a5032s9/tl, refined inox, convertible)",74990,,https://m.media-amazon.com/images/I/61uVsGgl1ES._AC_UY218_.jpg,samsung,,580.0,0
402,"samsung 255 l 3 star inverter direct cool single door refrigerator(rr26t389yut/hl, pebble blue, base stand with drawer)",20390,4.2,https://m.media-amazon.com/images/I/71MgoYxgs1L._AC_UY218_.jpg,samsung,3.0,255.0,0
403,"samsung 394 l 3 star inverter frost-free double door refrigerator (rt39r553ebs/tl, black inox)",44990,,https://m.media-amazon.com/images/I/71fmcRfw6uL._AC_UY218_.jpg,samsung,3.0,394.0,1
404,amazonbasics 564 l side-by-side door refrigerator (black glass door),49699,,https://m.media-amazon.com/images/I/71fa4e1KQsL._AC_UY218_.jpg,amazonbasics,,564.0,0
405,amazonbasics 564 l side-by-side door refrigerator (silver steel finish),48999,4.2,https://m.media-amazon.com/images/I/71DuofqGR8L._AC_UY218_.jpg,amazonbasics,,564.0,0
